AllSF,OverallQual,NeighborPrice,GrLivArea,ExterQual_,NeighborBin,KitchenQual_,SimplOverallQual,TotalBsmtSF,GarageCars,TotalBath,GarageScore,GarageArea,1stFlrSF,BsmtQual_,OverallGrade,FullBath,TotRmsAbvGrd,Now_YearBuilt,YearBuilt,Id,SalePrice
3912.0,8,226250.0,2262,3,3,3,3,1482.0,3.0,3.5,2247.0,749.0,1482,4,40,2,10,14,2003,212,305000
3894.0,8,197200.0,1788,3,2,4,3,1753.0,2.0,2.0,1566.0,522.0,1788,4,40,2,7,16,2001,213,236500
3065.0,7,197200.0,1414,3,2,3,3,1414.0,2.0,2.0,1482.0,494.0,1414,4,35,2,6,13,2004,214,185500
2695.0,3,103000.0,1526,1,1,1,1,1013.0,0.0,1.0,0.0,0.0,1013,3,6,1,6,102,1915,215,85000
3297.0,6,200624.0,2345,2,3,2,2,952.0,2.0,2.5,1080.0,360.0,1170,4,48,2,9,85,1932,216,239000
1912.0,4,140000.0,1192,2,2,2,2,720.0,0.0,1.5,0.0,0.0,720,3,16,1,6,68,1949,217,135000
1222.0,4,120000.0,1126,2,1,3,2,0.0,2.0,2.0,1560.0,520.0,1126,0,20,2,5,68,1949,218,108000
1876.0,4,88000.0,1092,2,0,2,2,546.0,1.0,1.5,858.0,286.0,546,3,16,1,6,47,1970,219,88000
5640.0,8,301500.0,3238,3,4,3,3,2033.0,3.0,3.5,1998.0,666.0,2053,4,40,2,9,22,1995,220,410000
3809.0,7,192000.0,2403,2,3,2,3,1032.0,1.0,2.0,1047.0,349.0,1207,3,49,2,10,77,1940,221,244400
3654.0,8,181000.0,1936,3,2,3,3,1406.0,2.0,2.5,1512.0,504.0,1454,4,40,2,7,17,2000,222,230500
4761.0,9,315000.0,2364,4,4,4,3,2330.0,3.0,3.5,2460.0,820.0,2364,5,45,2,11,8,2009,223,611657
2680.0,5,139500.0,1716,2,2,1,2,780.0,0.0,3.0,0.0,0.0,936,3,30,2,9,105,1912,224,135900
2344.0,5,135000.0,1416,2,1,3,2,816.0,2.0,2.0,1728.0,576.0,1416,3,35,2,7,99,1918,225,112000
1896.0,6,140000.0,864,2,2,3,2,864.0,1.0,2.0,864.0,288.0,864,3,36,1,4,58,1959,226,120000
1775.0,5,120000.0,1111,2,1,2,2,616.0,1.0,1.5,600.0,200.0,616,3,30,1,5,76,1941,227,95000
4763.0,8,301500.0,2810,3,4,3,3,1453.0,2.0,2.5,3000.0,750.0,1453,5,40,2,9,27,1990,228,302000
3576.0,8,200624.0,1646,3,3,3,3,1594.0,2.0,3.5,1446.0,482.0,1646,5,40,2,5,13,2004,229,275000
2136.0,5,140000.0,1008,2,2,2,2,1008.0,1.0,1.0,825.0,275.0,1008,3,30,1,4,63,1954,230,137000
2308.0,5,140000.0,1216,2,2,2,2,832.0,1.0,1.0,1008.0,336.0,832,3,25,1,6,70,1947,231,118500
2375.0,6,200624.0,1660,2,3,2,2,715.0,1.0,1.5,720.0,240.0,849,3,42,1,6,83,1934,232,188700
3906.0,7,192000.0,2260,3,3,3,3,1306.0,2.0,3.5,1599.0,533.0,1306,5,35,2,7,21,1996,233,328000
3338.0,7,197200.0,1536,3,2,3,3,1536.0,2.0,3.0,1596.0,532.0,1536,4,35,2,7,15,2002,234,214000
3860.0,8,278000.0,1742,3,4,3,3,1742.0,2.0,3.0,1692.0,564.0,1742,4,40,2,5,32,1985,235,275000
3653.0,5,119000.0,2372,2,1,2,2,994.0,1.0,2.0,1296.0,432.0,1378,3,20,2,11,125,1892,236,107500
1996.0,5,119000.0,792,3,1,3,2,768.0,1.0,1.0,480.0,240.0,792,3,40,1,5,93,1924,237,109500
2588.0,7,182900.0,1920,2,2,3,3,570.0,2.0,3.0,1461.0,487.0,1222,3,42,3,8,49,1968,238,170000
2112.0,5,140000.0,1056,2,2,2,2,1056.0,1.0,2.0,924.0,308.0,1056,3,30,1,6,59,1958,239,139000
3942.0,8,315000.0,2468,3,4,3,3,1136.0,3.0,3.5,2616.0,872.0,1136,5,40,2,10,13,2004,240,354000
1856.0,4,120000.0,960,2,1,2,2,672.0,1.0,1.0,864.0,288.0,960,3,12,1,5,61,1956,241,112000
3319.0,8,225000.0,1636,3,3,3,3,1623.0,3.0,3.0,2595.0,865.0,1636,4,40,2,8,11,2006,242,255000
2140.0,5,135000.0,912,2,1,2,2,912.0,1.0,2.0,1056.0,352.0,912,3,30,1,4,55,1962,243,144000
3008.0,6,140000.0,1656,2,2,2,2,1080.0,2.0,2.0,1584.0,528.0,1656,3,30,1,7,57,1960,244,215000
4204.0,8,197200.0,2574,3,2,4,3,1482.0,3.0,2.5,2604.0,868.0,1482,5,40,2,10,10,2007,245,276000
1999.0,5,135000.0,894,2,1,2,2,864.0,2.0,2.0,1320.0,440.0,894,3,25,1,5,43,1974,246,142500
3466.0,8,153500.0,1689,3,2,3,3,1568.0,3.0,3.0,2571.0,857.0,1689,4,40,2,7,15,2002,247,271000
2245.0,7,225000.0,1501,2,3,2,3,744.0,2.0,2.5,1320.0,440.0,757,4,35,2,6,18,1999,248,179400
3186.0,8,197200.0,1852,3,2,3,3,1004.0,3.0,2.5,1980.0,660.0,1004,4,40,2,7,18,1999,249,230000
1700.0,5,135000.0,860,2,1,2,2,840.0,2.0,2.0,1584.0,528.0,860,3,30,1,4,35,1982,251,137000
2238.0,7,197200.0,1456,3,2,3,3,728.0,2.0,3.5,1230.0,410.0,728,4,35,2,7,12,2005,252,189000
2214.0,5,179900.0,965,2,2,2,2,828.0,1.0,2.0,900.0,300.0,965,3,25,1,6,52,1965,253,119900
3067.0,6,197200.0,1764,2,2,3,2,928.0,2.0,3.5,1410.0,470.0,928,4,30,2,7,20,1997,254,231500
2528.0,6,182900.0,1395,2,2,2,2,723.0,2.0,2.0,1491.0,497.0,735,3,36,1,6,45,1972,255,162000
3719.0,7,179900.0,2127,3,2,3,3,1104.0,3.0,3.5,2499.0,833.0,912,5,35,2,8,26,1991,256,238000
5137.0,10,315000.0,2392,4,4,4,3,2392.0,3.0,2.0,2904.0,968.0,2392,5,50,2,8,14,2003,257,386250
3089.0,6,120000.0,1674,2,1,2,2,1163.0,2.0,2.0,1188.0,396.0,1163,4,42,2,8,99,1918,258,185000
2166.0,5,119000.0,1028,2,1,2,2,1008.0,2.0,1.0,1080.0,360.0,1028,3,30,1,5,90,1927,259,115000
3306.0,6,124300.0,2134,2,1,3,2,844.0,2.0,2.0,1323.0,441.0,1445,3,36,2,10,101,1916,260,214500
3738.0,8,197200.0,2452,3,2,3,3,1028.0,2.0,2.5,2049.0,683.0,1210,4,40,2,9,19,1998,261,267000
2177.0,7,225000.0,1452,3,3,3,3,691.0,2.0,3.5,1518.0,506.0,713,4,35,2,6,18,1999,262,183900
1728.0,6,103000.0,816,3,1,2,2,816.0,1.0,1.0,1296.0,432.0,816,3,48,1,5,87,1930,263,120500
2052.0,6,179900.0,996,2,2,3,2,936.0,2.0,2.0,1692.0,564.0,996,4,36,1,5,25,1992,264,147000
1756.0,5,140000.0,892,2,2,2,2,864.0,1.0,1.0,792.0,264.0,892,3,25,1,5,51,1966,265,110000
1260.0,4,88000.0,630,2,0,2,2,630.0,1.0,2.0,858.0,286.0,630,4,16,1,3,47,1970,266,80000
1040.0,3,140000.0,1040,2,2,2,1,0.0,2.0,2.0,1200.0,400.0,1040,0,12,2,6,67,1950,267,92900
2183.0,7,119000.0,1378,2,1,3,3,689.0,2.0,2.0,1080.0,360.0,689,3,63,2,7,89,1928,268,161000
3787.0,9,120000.0,1698,4,1,4,3,1698.0,3.0,3.0,2304.0,768.0,1698,5,45,2,8,10,2007,269,320000
2780.0,7,200624.0,1717,2,3,3,3,756.0,3.0,2.0,1926.0,642.0,961,3,35,1,7,102,1915,270,140000
2744.0,8,278000.0,1228,3,4,3,3,1228.0,2.0,3.0,1416.0,472.0,1228,4,40,2,5,29,1988,271,189000
1647.0,6,120000.0,1072,2,1,2,2,547.0,2.0,2.0,1575.0,525.0,1072,4,30,1,5,12,2005,272,148000
3928.0,7,140000.0,2978,3,2,3,3,710.0,2.0,2.5,1692.0,564.0,1898,4,49,2,11,50,1967,273,242000
2548.0,5,153500.0,1362,2,2,2,2,796.0,2.0,2.5,1440.0,480.0,796,4,25,1,5,24,1993,274,143000
3682.0,10,315000.0,1718,4,4,4,3,1700.0,3.0,3.0,2358.0,786.0,1718,5,50,2,7,11,2006,275,337500
2396.0,7,225000.0,1576,3,3,3,3,770.0,2.0,2.5,1842.0,614.0,778,4,35,2,6,11,2006,276,197000
1976.0,6,146000.0,958,2,2,2,2,958.0,2.0,2.0,1320.0,440.0,958,4,36,2,5,41,1976,277,143750
1152.0,4,120000.0,1152,2,1,1,2,0.0,0.0,2.0,0.0,0.0,1152,0,20,2,6,62,1955,278,82000
1640.0,5,153500.0,768,2,2,2,2,768.0,2.0,2.0,1872.0,624.0,768,4,35,1,5,47,1970,279,129500
2057.0,5,119000.0,1440,2,1,2,2,540.0,1.0,1.0,704.0,352.0,889,3,20,1,6,117,1900,280,79000
2539.0,5,140000.0,1214,2,2,2,2,1214.0,1.0,2.0,954.0,318.0,1214,3,25,2,5,50,1967,281,143000
2183.0,7,225000.0,1392,3,3,3,3,689.0,2.0,2.0,1620.0,540.0,703,4,35,2,5,10,2007,282,146000
2774.0,5,200624.0,1784,2,3,2,2,747.0,1.0,1.5,360.0,180.0,892,4,25,1,9,103,1914,283,93500
5642.0,8,182900.0,2524,3,2,3,3,2524.0,2.0,3.5,1626.0,542.0,2524,4,40,2,9,36,1981,284,138887
1865.0,5,197200.0,954,2,2,2,2,911.0,2.0,1.0,1728.0,576.0,954,3,25,1,6,41,1976,285,278000
944.0,3,120000.0,944,2,1,1,1,0.0,2.0,1.0,1584.0,528.0,944,0,9,1,4,65,1952,286,132500
2028.0,7,181000.0,1320,3,2,3,3,660.0,2.0,2.5,1200.0,400.0,660,4,35,2,6,14,2003,287,82000
3041.0,7,197200.0,1865,3,2,3,3,992.0,3.0,3.5,2517.0,839.0,992,4,35,2,7,17,2000,288,162000
2959.0,5,139500.0,1691,2,2,3,2,1026.0,1.0,2.0,924.0,308.0,1026,3,30,2,6,93,1924,289,235000
3301.0,8,225000.0,1959,3,3,3,3,1088.0,3.0,2.5,3075.0,1025.0,1088,4,40,2,8,11,2006,290,127000
3405.0,6,140000.0,1888,3,2,3,2,1517.0,2.0,2.5,1734.0,578.0,1888,3,36,2,6,51,1966,291,270000
4529.0,7,179900.0,2730,3,2,3,3,1502.0,2.0,3.5,1728.0,576.0,1553,3,35,2,8,31,1986,292,190000
1900.0,5,140000.0,950,2,2,2,2,950.0,1.0,1.0,840.0,280.0,950,3,25,1,5,46,1971,293,301000
2479.0,5,119000.0,1130,2,1,2,2,1120.0,2.0,2.0,2160.0,720.0,1130,3,30,1,5,97,1920,294,119500
2575.0,7,197200.0,1208,3,2,3,3,1208.0,2.0,3.0,1884.0,628.0,1208,4,35,2,6,10,2007,295,120000
2461.0,7,181000.0,1446,2,2,2,3,729.0,2.0,3.0,1218.0,406.0,729,4,35,2,6,21,1996,296,195400
2173.0,5,135000.0,1144,2,1,2,2,864.0,1.0,2.0,792.0,264.0,1144,3,30,1,6,56,1961,297,175000
2241.0,5,120000.0,1221,2,1,2,2,784.0,1.0,2.0,1176.0,392.0,949,3,35,1,7,93,1924,299,131500
2156.0,5,140000.0,1078,2,2,2,2,1078.0,2.0,2.5,1500.0,500.0,1078,3,30,1,6,46,1971,300,131400
1470.0,6,106000.0,987,2,1,2,2,483.0,1.0,1.5,840.0,280.0,483,3,36,1,5,47,1970,301,104900
2976.0,7,225000.0,1428,3,3,3,3,1428.0,2.0,2.0,1440.0,480.0,1428,4,35,2,6,10,2007,302,149900
1836.0,5,135000.0,858,2,1,2,2,858.0,2.0,2.0,1728.0,576.0,858,4,25,1,5,35,1982,303,106000
3050.0,8,226250.0,1466,3,3,3,3,1466.0,3.0,2.0,1830.0,610.0,1466,4,40,2,7,10,2007,304,182000
2472.0,5,140000.0,1040,2,2,2,2,1040.0,1.0,1.0,858.0,286.0,1040,3,25,1,6,58,1959,305,134900
4455.0,7,140000.0,2207,2,2,2,3,1947.0,2.0,3.0,1728.0,576.0,2207,4,35,2,7,47,1970,306,201000
3255.0,6,182900.0,1442,2,2,2,2,1442.0,2.0,2.0,1845.0,615.0,1442,3,36,2,6,47,1970,307,133700
2631.0,4,124300.0,1573,2,1,3,2,884.0,1.0,1.0,720.0,240.0,989,3,28,1,6,82,1935,308,180000
3496.0,6,153500.0,1728,2,2,2,2,1728.0,2.0,2.0,1722.0,574.0,1728,3,30,2,8,41,1976,309,185000
2546.0,6,120000.0,1212,2,1,3,2,1212.0,2.0,2.0,1380.0,460.0,1212,4,30,2,6,8,2009,310,133000
2448.0,5,135000.0,1601,2,1,2,2,533.0,1.0,1.5,900.0,300.0,1021,3,30,1,6,59,1958,311,150900
2954.0,6,140000.0,1851,2,2,3,2,822.0,2.0,2.5,1320.0,440.0,1020,3,48,2,7,53,1964,312,186000
3310.0,8,301500.0,2285,3,4,3,3,969.0,3.0,2.5,1944.0,648.0,997,4,40,2,8,17,2000,313,140000
2889.0,6,192000.0,1291,2,3,3,2,1291.0,2.0,2.0,1293.0,431.0,1291,4,30,1,6,21,1996,315,187000
3639.0,6,179900.0,1845,3,2,3,2,1055.0,2.0,2.5,1386.0,462.0,1055,4,30,2,8,25,1992,316,248000
3914.0,8,301500.0,2417,3,4,3,3,1288.0,2.0,2.5,1386.0,462.0,1301,4,40,2,9,26,1991,317,173000
3344.0,6,140000.0,2112,2,2,2,2,952.0,2.0,2.5,1728.0,576.0,1092,2,30,2,9,48,1969,318,189000
1864.0,6,179900.0,918,2,2,2,2,918.0,1.0,2.0,792.0,264.0,918,4,30,2,5,38,1979,319,260000
2563.0,6,197200.0,1682,2,2,3,2,804.0,2.0,2.5,1569.0,523.0,804,4,30,2,7,19,1998,320,206900
3337.0,8,315000.0,1554,3,4,3,3,1554.0,2.0,2.0,1881.0,627.0,1554,4,40,2,6,11,2006,321,99500
3466.0,8,197200.0,1630,3,2,4,3,1622.0,3.0,3.0,2580.0,860.0,1630,5,40,2,8,9,2008,322,200500
2285.0,6,197200.0,1500,2,2,3,2,750.0,2.0,2.5,1692.0,564.0,750,4,30,2,6,12,2005,323,209500
1966.0,7,225000.0,1200,3,3,3,3,600.0,2.0,2.5,1440.0,480.0,520,4,35,2,4,12,2005,324,295493
3497.0,8,226250.0,1629,3,3,3,3,1616.0,3.0,3.0,2424.0,808.0,1629,4,40,2,9,15,2002,325,173900
1800.0,5,153500.0,816,2,2,2,2,816.0,1.0,1.0,792.0,264.0,816,3,35,1,5,35,1982,326,144152
2682.0,6,182900.0,1328,2,2,2,2,1328.0,2.0,2.5,1584.0,528.0,1328,3,30,1,6,54,1963,327,270000
3049.0,6,140000.0,1394,2,2,2,2,1394.0,2.0,2.5,1542.0,514.0,1394,4,30,1,6,54,1963,328,124500
2748.0,7,197200.0,1786,3,2,3,3,920.0,2.0,3.5,1824.0,608.0,920,4,35,2,6,16,2001,329,143000
3692.0,8,225000.0,1694,3,3,3,3,1686.0,2.0,3.0,1908.0,636.0,1694,5,40,2,7,13,2004,330,159000
2603.0,7,119000.0,1641,2,1,4,3,728.0,2.0,2.0,1092.0,546.0,832,3,49,1,6,92,1925,331,223500
2502.0,5,140000.0,1056,2,2,2,2,1056.0,1.0,1.5,780.0,260.0,1056,3,35,1,6,63,1954,332,307000
3393.0,5,135000.0,1383,2,1,2,2,1383.0,1.0,2.0,1062.0,354.0,1383,4,25,1,6,63,1954,333,178000
3574.0,6,200624.0,2555,2,3,2,2,588.0,2.0,2.0,2016.0,672.0,1423,5,42,2,11,95,1922,334,139400
2306.0,5,140000.0,1236,2,2,3,2,1070.0,1.0,1.5,1341.0,447.0,1236,3,30,1,6,60,1957,335,165000
2531.0,5,140000.0,1152,2,2,2,2,1152.0,2.0,2.0,1452.0,484.0,1152,3,35,1,6,53,1964,337,191000
3458.0,8,315000.0,1704,3,4,3,3,1704.0,3.0,3.0,2316.0,772.0,1704,5,40,2,7,10,2007,338,134450
2956.0,7,315000.0,1364,3,4,3,3,1364.0,2.0,3.0,1452.0,484.0,1364,4,35,2,6,12,2005,339,180500
2602.0,6,139500.0,1489,2,2,2,2,778.0,1.0,2.0,720.0,240.0,944,3,42,2,7,77,1940,340,306000
3977.0,6,200624.0,1844,3,3,3,2,1844.0,2.0,3.0,1620.0,540.0,1844,3,30,2,7,48,1969,341,185850
3463.0,7,119000.0,2554,2,1,2,3,718.0,2.0,1.5,2112.0,704.0,1576,3,56,1,8,127,1890,342,139500
2540.0,5,153500.0,1110,2,2,3,2,1097.0,2.0,2.0,1806.0,602.0,1110,4,30,1,4,39,1978,343,223000
2774.0,6,140000.0,1350,2,2,2,2,1248.0,2.0,2.5,1560.0,520.0,1350,3,30,1,6,53,1964,344,159500
2308.0,6,181000.0,1456,2,2,3,2,728.0,2.0,2.5,1200.0,400.0,728,4,30,2,8,12,2005,345,165500
3441.0,7,197200.0,1604,3,2,3,3,1604.0,2.0,3.5,1980.0,660.0,1604,4,35,2,8,11,2006,346,168500
3222.0,8,315000.0,1600,3,4,3,3,1566.0,3.0,2.0,2670.0,890.0,1600,4,40,2,7,10,2007,347,176000
3010.0,8,226250.0,1908,3,3,3,3,967.0,2.0,2.5,1293.0,431.0,993,4,40,2,9,15,2002,348,220000
2952.0,5,135000.0,1320,2,1,2,2,1164.0,2.0,2.0,1692.0,564.0,1320,3,30,1,6,51,1966,349,256300
3458.0,8,225000.0,1656,3,3,3,3,1656.0,3.0,2.0,2478.0,826.0,1656,4,40,2,7,11,2006,350,202900
1688.0,4,119000.0,1047,2,1,2,2,641.0,1.0,1.0,546.0,273.0,1047,2,28,1,6,132,1885,351,164500
1450.0,6,119000.0,720,2,1,2,2,624.0,2.0,1.0,1452.0,484.0,720,3,48,1,5,89,1928,352,249700
3257.0,6,140000.0,1425,2,2,2,2,1425.0,2.0,2.0,1728.0,576.0,1425,3,30,2,7,53,1964,353,100000
3849.0,7,197200.0,1836,3,2,3,3,1860.0,2.0,2.0,1452.0,484.0,1836,4,35,2,8,13,2004,354,105900
2204.0,5,197200.0,990,2,2,2,2,990.0,2.0,1.5,1728.0,576.0,990,4,25,1,5,22,1995,355,180500
2186.0,6,192000.0,988,2,3,2,2,938.0,2.0,2.0,1620.0,540.0,988,3,30,1,4,48,1969,356,216837
1684.0,5,124300.0,784,2,1,3,2,784.0,0.0,2.0,0.0,0.0,784,3,30,1,5,93,1924,357,156000
2366.0,5,140000.0,1154,2,2,2,2,1154.0,2.0,1.5,1440.0,480.0,1154,3,30,1,6,51,1966,358,180000
2935.0,7,181000.0,1718,2,2,2,3,832.0,2.0,2.5,1281.0,427.0,885,4,35,2,7,19,1998,359,109500
2873.0,7,179900.0,1349,2,2,2,3,1349.0,2.0,2.0,1617.0,539.0,1349,4,35,2,6,17,2000,360,154000
2989.0,7,181000.0,2021,3,2,3,3,868.0,2.0,2.5,1266.0,422.0,887,5,35,2,9,11,2006,361,185000
3782.0,9,315000.0,1752,4,4,4,3,1752.0,2.0,3.0,1728.0,576.0,1752,5,45,2,6,12,2005,362,179000
4305.0,5,135000.0,2620,2,1,2,2,1361.0,2.0,3.0,1800.0,600.0,1361,4,25,2,12,40,1977,363,274725
1277.0,4,120000.0,605,2,1,2,2,528.0,0.0,2.0,0.0,0.0,605,3,28,1,5,97,1920,364,319900
4395.0,10,315000.0,2084,4,4,4,3,2078.0,3.0,3.0,3660.0,1220.0,2084,5,50,2,7,10,2007,365,190000
3168.0,6,197200.0,1494,2,2,3,2,1479.0,2.0,3.0,1728.0,576.0,1494,4,30,2,6,20,1997,366,86000
2044.0,5,197200.0,990,2,2,2,2,990.0,2.0,2.0,1440.0,480.0,990,4,25,1,5,23,1994,367,385000
960.0,2,103000.0,480,2,1,2,1,480.0,1.0,1.0,924.0,308.0,480,3,6,0,4,68,1949,368,217000
2676.0,5,135000.0,1159,2,1,2,2,1051.0,1.0,1.5,1008.0,336.0,1159,3,25,1,7,49,1968,369,138000
4159.0,8,200624.0,3194,2,3,2,3,965.0,2.0,2.5,1140.0,380.0,1940,4,48,2,10,83,1934,370,35311
3184.0,8,278000.0,1502,3,4,3,3,1488.0,2.0,2.5,1584.0,528.0,1502,4,40,1,4,32,1985,371,158000
5182.0,9,278000.0,2868,3,4,4,3,1992.0,3.0,3.5,2148.0,716.0,1992,5,45,3,11,12,2005,372,359100
2309.0,8,200624.0,1517,2,3,3,3,792.0,2.0,1.0,1200.0,400.0,792,4,56,1,7,88,1929,373,212000
2835.0,7,197200.0,1728,3,2,3,3,864.0,2.0,2.5,1716.0,572.0,864,4,35,2,7,13,2004,374,556581
2266.0,5,120000.0,1456,2,1,2,2,810.0,1.0,2.5,840.0,280.0,1002,2,15,1,7,69,1948,375,230000
2366.0,6,179900.0,1158,2,2,3,2,1158.0,2.0,2.5,1728.0,576.0,1158,4,30,1,5,13,2004,376,190000
1884.0,5,200624.0,964,2,3,2,2,876.0,2.0,2.0,1296.0,432.0,964,4,35,1,5,96,1921,377,91500
2110.0,5,140000.0,1086,2,2,2,2,1024.0,2.0,2.0,1452.0,484.0,1086,3,25,1,6,51,1966,378,158000
1728.0,5,197200.0,864,2,2,2,2,864.0,1.0,1.0,1056.0,352.0,864,3,35,1,5,45,1972,379,163500
2644.0,6,225000.0,1262,3,3,3,2,1262.0,2.0,2.0,1716.0,572.0,1262,4,30,2,5,11,2006,380,159950
1720.0,6,106000.0,987,2,1,3,2,483.0,1.0,1.5,792.0,264.0,483,3,48,1,5,45,1972,381,127000
4076.0,7,301500.0,2398,3,4,3,3,1379.0,3.0,3.5,2502.0,834.0,1383,4,35,2,8,21,1996,382,185000
2619.0,6,181000.0,1675,2,2,2,2,841.0,2.0,2.5,1506.0,502.0,892,4,30,2,7,18,1999,383,118000
1406.0,4,119000.0,693,2,1,1,2,693.0,0.0,1.0,0.0,0.0,693,3,16,1,4,76,1941,384,315750
1636.0,5,120000.0,1340,2,1,2,2,0.0,1.0,1.0,756.0,252.0,1340,0,30,1,7,60,1957,385,181000
2376.0,5,120000.0,1164,2,1,2,2,1164.0,1.0,2.0,720.0,240.0,1164,3,25,1,5,67,1950,386,52500
3031.0,6,120000.0,1855,2,1,2,2,994.0,1.0,2.0,975.0,325.0,1216,3,24,2,7,63,1954,387,120000
1964.0,5,179900.0,884,2,2,3,2,840.0,2.0,2.0,1512.0,504.0,884,4,35,1,5,34,1983,388,125000
1788.0,5,140000.0,894,2,2,2,2,894.0,1.0,1.0,924.0,308.0,894,3,25,1,5,55,1962,389,136900
2039.0,5,119000.0,1284,2,1,2,2,720.0,1.0,1.5,720.0,240.0,720,3,35,1,5,70,1947,390,144000
2020.0,5,179900.0,2020,2,2,2,2,0.0,2.0,2.0,1890.0,630.0,2020,0,25,2,10,40,1977,391,109500
1738.0,5,103000.0,816,1,1,2,2,816.0,2.0,2.0,1548.0,516.0,816,4,25,1,5,54,1963,392,110000
2393.0,6,146000.0,1069,2,2,2,2,1069.0,2.0,2.0,1320.0,440.0,1069,4,36,2,4,40,1977,393,144000
3264.0,5,153500.0,1632,2,2,2,2,1632.0,2.0,2.0,1728.0,576.0,1632,3,20,2,8,50,1967,394,110000
2892.0,8,191000.0,1456,3,2,3,3,1273.0,2.0,2.0,1200.0,400.0,1456,4,40,2,7,14,2003,395,140000
3159.0,6,140000.0,1442,2,2,2,2,1442.0,1.0,1.5,903.0,301.0,1442,3,36,1,7,59,1958,396,143000
4349.0,7,301500.0,2418,3,4,3,3,1311.0,3.0,3.5,2949.0,983.0,1325,4,35,2,9,24,1993,397,215000
3962.0,7,119000.0,2082,2,1,3,3,1362.0,2.0,2.5,1452.0,484.0,1362,4,35,2,6,14,2003,398,157900
3866.0,7,153500.0,1959,2,2,2,3,1907.0,3.0,3.0,2298.0,766.0,1959,3,35,3,9,29,1988,399,341000
3290.0,6,179900.0,1617,3,2,3,2,1604.0,2.0,3.0,1599.0,533.0,1617,4,30,2,5,24,1993,400,200000
3362.0,6,140000.0,2142,2,2,3,2,896.0,1.0,2.5,1527.0,509.0,1182,4,36,2,8,49,1968,401,171000
3730.0,7,226250.0,2514,2,3,2,3,1216.0,2.0,2.5,2079.0,693.0,1298,4,35,2,8,27,1990,402,193000
3230.0,8,225000.0,1992,3,3,3,3,1053.0,2.0,2.5,1944.0,648.0,1053,5,40,2,9,14,2003,403,193500
2882.0,6,124300.0,1635,2,1,2,2,1065.0,2.0,1.5,1320.0,440.0,915,4,42,1,6,94,1923,404,250000
1092.0,4,103000.0,1092,1,1,1,2,0.0,0.0,2.0,0.0,0.0,372,0,20,2,7,87,1930,405,250000
2426.0,5,140000.0,1113,3,2,3,2,1113.0,1.0,1.0,792.0,264.0,1113,3,35,1,5,67,1950,406,210000
2139.0,5,120000.0,1355,2,1,2,2,644.0,0.0,3.0,0.0,0.0,808,3,35,2,6,77,1940,407,55000
2720.0,7,197200.0,1668,3,2,3,3,840.0,2.0,2.5,1500.0,500.0,840,4,35,2,8,14,2003,408,147000
4223.0,9,315000.0,1944,3,4,4,3,1896.0,3.0,3.0,2124.0,708.0,1944,5,45,2,8,14,2003,409,127500
1739.0,6,119000.0,813,2,1,3,2,813.0,1.0,1.0,540.0,270.0,813,3,48,1,5,87,1930,410,180000
2203.0,4,103000.0,1178,2,1,2,2,859.0,1.0,1.0,1152.0,384.0,859,3,28,1,7,117,1900,411,360000
2982.0,7,182900.0,1621,3,2,3,3,1208.0,2.0,3.0,1320.0,440.0,1621,4,49,2,8,33,1984,412,110000
2040.0,4,120000.0,960,2,1,2,2,960.0,1.0,2.0,1296.0,432.0,960,3,20,1,6,52,1965,413,102776
1728.0,5,197200.0,768,2,2,2,2,768.0,1.0,1.5,1188.0,396.0,768,4,40,1,5,45,1972,414,202500
1292.0,4,124300.0,708,1,1,1,2,420.0,0.0,1.0,0.0,0.0,708,3,28,1,5,77,1940,415,94750
1535.0,5,179900.0,1535,2,2,2,2,0.0,2.0,2.0,1230.0,410.0,1535,0,25,2,8,38,1979,416,133900
1168.0,5,200624.0,694,2,3,3,2,440.0,1.0,1.0,1408.0,352.0,694,3,30,1,4,104,1913,417,82500
2180.0,5,197200.0,985,3,2,2,2,985.0,1.0,2.0,984.0,328.0,985,4,40,2,6,40,1977,418,118964
3240.0,7,181000.0,1530,3,2,3,3,1530.0,3.0,3.0,1890.0,630.0,1530,4,35,2,7,13,2004,419,90350
1692.0,4,103000.0,796,2,1,2,2,796.0,0.0,1.0,0.0,0.0,796,3,16,1,5,95,1922,420,149900
5265.0,7,119000.0,3493,2,1,3,3,1470.0,3.0,3.0,2610.0,870.0,1675,3,63,3,10,137,1880,421,202500
2582.0,5,140000.0,1507,2,2,2,2,1075.0,1.0,2.0,1212.0,404.0,1507,3,25,2,7,57,1960,422,259000
1728.0,4,140000.0,864,2,2,2,2,864.0,2.0,1.0,1584.0,528.0,864,3,24,1,5,46,1971,423,55000
882.0,5,140000.0,882,2,2,2,2,0.0,1.0,1.0,882.0,294.0,882,0,35,1,5,58,1959,424,295000
1470.0,6,106000.0,987,2,1,2,2,483.0,1.0,1.5,792.0,264.0,483,3,18,1,5,46,1971,425,127000
1457.0,4,120000.0,672,2,1,2,2,672.0,1.0,2.0,702.0,234.0,672,3,24,1,4,76,1941,426,120500
1543.0,5,103000.0,778,2,1,2,2,740.0,1.0,1.0,4620.0,924.0,778,3,30,1,4,77,1940,427,106500
1869.0,6,103000.0,1406,2,1,1,2,319.0,0.0,1.0,0.0,0.0,1035,3,42,1,6,97,1920,428,89500
2394.0,5,120000.0,1125,2,1,2,2,1125.0,2.0,1.5,1290.0,430.0,1125,4,25,1,5,11,2006,429,113000
